start	6972131	7257011
start	445325	1503186
start	26959	65414
start	1543031	428572
start	3173469	5592384
start	770432	1323607
start	444126	653819
start	1984071	6079621
start	1481886	389841
start	7692569	7748186
start	2112274	8367626
start	305722	8306453
start	1091825	6265675
start	4606450	4906030
start	4019641	17091
start	8679050	5748147
start	6762519	7508335
start	4467776	8039195
start	1922462	363211
start	297754	4927360
start	2970874	6045324
start	495010	63510
start	4862043	108462
start	1327487	6218817
start	6189951	3839618
start	2586682	2121165
start	2008538	1297012
start	2129284	5289460
start	8715297	85989
start	8327509	4876880
start	459344	4246725
start	5402986	16675
start	6292136	520419
start	3350688	7775550
start	552288	5678130
start	399224	180486
start	888399	389582
start	184574	708702
start	2674176	5190306
start	6550205	127778
start	7575201	391534
start	1012927	1346776
start	4514495	3292291
start	8632241	4113000
start	180889	2310049
start	8037236	1956683
start	286238	448545
start	5199661	7041391
start	4248686	1328090
start	2613340	2806938
start	913122	3974644
start	4339602	5714801
start	50459	4944533
start	5179016	6882939
start	1994302	3319534
start	2244629	6492361
start	8073004	5417422
start	1974234	7733359
start	1958284	3112789
start	5554343	547151
start	5748935	1101707
start	3166254	1783557
start	8681733	4471605
start	6032627	1490865
start	140401	5291185
start	4231007	6370042
start	5386693	430366
start	541627	5625175
start	4485760	5437861
start	869147	3785645
start	3377951	6227524
start	3183800	5564868
start	956405	814679
start	1540319	7231206
start	532343	157058
start	7793799	8320370
start	7614662	5794956
start	2664573	368758
start	50481	5782246
start	859939	4580856
start	2911404	950067
start	2035682	2302009
start	8770488	7891739
start	993547	1220513
start	8219198	3116045
start	1824845	652918
start	4468192	7924761
start	5389275	1273860
start	5317598	1959880
start	241128	3304083
start	361635	282725
start	7014411	5644655
start	484065	355354
start	29725	2433324
start	5877814	4522593
start	2799165	659228
start	396630	385896
start	635521	538434
start	218481	4026410
start	231501	5318306
start	304681	1931070
start	4593274	4537840
start	67954	6446478
start	8581441	778875
start	8028228	3146728
start	7435799	8306193
start	6402187	3643357
start	7713126	5396115
start	3166268	230209
start	579941	7279068
start	2469837	5708770
start	5796719	258369
start	6424321	3432839
start	5451361	6141498
start	3400978	3169452
start	2546598	7701189
start	5949262	4737475
start	3109814	2008524
start	4580129	6634588
start	1654621	5298578
start	367796	1167077
start	5472990	4623140
start	3595936	3289861
start	8579368	3592953
start	7763362	1396405
start	4304844	5346963
start	2533432	28594
start	619347	5799711
start	4262607	5909620
start	2256642	1138676
start	43778	5483534
start	5554286	1750686
start	770741	8387954
start	417694	569583
start	3100048	261223
start	76004	1104914
start	6103079	3274587
start	3283429	2102809
start	450284	1348623
start	10774	4509284
start	3410825	4274940
start	7655131	7202089
start	754041	7945924
start	5199332	1083026
start	7986174	46932
start	92642	184826
start	6797251	8145367
start	8410742	4192481
start	1802222	1432639
start	273234	7315674
start	8032049	3839713
start	5677534	517089
start	3090895	4463430
start	1403470	7164634
start	8176485	178085
start	2128565	336316
start	2419157	5246380
start	1052104	5983177
start	3988135	1919584
start	4446620	319818
start	5932817	896967
start	4327077	4310692
start	2582451	2728899
start	1526914	5225678
start	5850695	44988
start	6717691	11407
start	3846781	275539
start	703474	835020
start	1966591	678242
start	5183228	7193461
start	293743	373149
start	8396257	1781664
start	888948	2339421
start	622991	4005137
start	2130447	290877
start	3402440	383162
start	434392	913417
start	1508548	2449295
start	60449	5223303
start	3051293	2556901
start	3907632	5699752
start	8134969	4220741
start	7228491	6084925
start	282720	3908032
start	3885270	7453544
start	835150	5524821
start	4543023	5918376
start	1947248	141427
start	4137968	396096
start	2419674	5932232
start	4192832	4111277
start	5071428	1036899
start	1465183	1616641
start	55120	905368
start	3447195	7434488
start	604036	7119849
start	780762	3168902
start	1028673	3256033
start	6633445	6371875
start	2987640	712833
start	6140809	5294040
start	1548093	1813332
start	1339213	1385010
start	2323427	3484266
start	7924489	20615
start	361388	319119
start	729917	6983399
start	1253725	6079491
start	4328293	2823361
start	2166721	359113
start	2953690	2653370
start	6351832	1033497
start	4047104	7513813
start	4881111	6230793
start	7346767	82989
start	4983030	7092222
start	2774017	4498121
start	596	5214046
start	5713328	3040373
start	1863278	1506833
start	177979	494617
start	195558	6799812
start	104379	5093062
start	361880	1806873
start	3846785	3849546
start	5217395	8088456
start	2500922	5254876
start	6320028	5753789
start	1191018	8686361
start	1143590	3064436
start	1028601	5343394
start	1884251	7951315
start	8371119	160146
start	5715086	8581495
start	347334	5066910
start	4429510	8747889
start	5034506	8487597
start	4662237	1390901
start	3370629	307692
start	2538777	4444574
start	5543857	5508407
start	993148	5940106
start	188356	8365385
start	486088	315669
start	2174572	4908741
start	195522	7885579
start	2401659	397265
start	2575276	1857405
start	1364232	662398
start	248281	2553918
start	68240	333102
start	3034	5286756
start	3858242	5739732
start	4548073	2267522
start	5170104	453015
start	8117724	8402905
start	6249686	692040
start	222107	423226
start	116051	625408
start	5868982	448015
start	3064670	8591364
start	3950619	2420550
start	347213	5641278
start	309570	455437
start	7947381	1292447
start	6861538	4962552
start	381268	89480
start	1313073	1893269
start	7726519	7368189
start	2625622	3812303
start	3022415	2456679
start	6077419	2510214
start	3471756	3430878
start	438251	430331
start	654987	497333
start	8758211	179458
start	2686056	296855
start	495419	2780854
start	5367183	4585456
start	8007593	676113
start	2495864	4631874
start	1714004	6343637
start	1331959	1712918
start	5180495	784116
start	7361277	1223895
start	5577380	5678229
start	8727163	2131035
start	3700108	9707
start	67412	392017
start	1760834	8399718
start	4032883	4529421
start	690715	83605
start	7279144	6428958
start	2373502	3562512
start	6707600	1075827
start	293645	4318171
start	1792013	30181
start	195545	7875966
start	3217014	6018882
start	646236	398094
start	656877	7863487
start	425578	7005907
start	5877165	36177
start	963924	203270
start	8749162	5695065
start	5675145	8184746
start	5272005	86969
start	901562	1064743
start	8007471	414288
start	4329552	6705406
start	244198	166068
start	5158864	1540294
start	5725612	4675852
start	8089647	4048187
start	4548235	7596819
start	1856221	42074
start	5286340	2542843
start	5698680	6034540
start	7050366	4209717
start	8307756	1788475
start	835211	8134750
start	5982785	821320
start	6047069	407323
start	790263	7778373
start	821652	5694445
start	389065	1348635
start	390363	4840882
start	4994668	7140236
start	2067403	3196296
start	5315140	5667771
start	3419362	1058935
start	157515	6429161
start	8206230	444323
start	19607	8039130
start	1320261	5432122
start	2419709	8542983
start	7368829	6933503
start	6177730	4635405
start	6225979	3283813
start	1672300	111509
start	129577	2644032
start	939869	411713
start	5930175	2651072
start	6346409	730667
start	35769	434732
start	740948	885885
start	6197971	74830
start	823333	938656
start	4987321	1652810
start	3384476	267471
start	64850	598349
start	3413068	334143
start	8040668	8115242
start	476018	966443
start	1038600	1166601
start	1116146	3839656
start	990421	1018939
start	4560565	4917049
start	2182338	5389004
start	373951	4313269
start	1938162	5410902
start	2116722	1131508
